Borough,ClosureType,EditDate,GISpropNum,OMPpropID,Red Sign Installed,Status,accessibility,accessibilityLevel,location,name,rules,system,Approx Date Closed,Approx Date Reopened,Community Board,District,Latitude,Longitude,Point
X,Completely Locked,06/22/2020 10:39:57 AM,X171,X171,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,Douglas Av bet. W 235 St and W 236 St,Spuyten Duyvil Playground,Adults Allowed,X171-CPA-0001,03/31/2020,06/21/2020,208,X-08,40.88719177246094,-73.91641998291016,POINT (-73.91641998291016 40.88719177246094)
M,Completely Locked,06/22/2020 01:06:09 PM,M208A,M208A,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Lexington Ave., E. 128 St. to E. 129 St.",Alice Kornegay Triangle,Adults Allowed,M208A-CPA-0001,03/31/2020,06/21/2020,111,M-11,40.80633544921875,-73.93524169921875,POINT (-73.93524169921875 40.80633544921875)
Q,Partially Locked,06/21/2020 11:27:34 AM,Q369,Q369,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,248 St. bet. Van Zandt Ave. and 52 Ave.,Louis Pasteur Park,Adults Allowed,Q369-CPA-0001,03/31/2020,06/21/2020,411,Q-11,40.761573791503906,-73.73532104492188,POINT (-73.73532104492188 40.761573791503906)
B,Completely Locked,06/22/2020 01:38:44 PM,B352,B352,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Foster Ave. between E. 81 St. and E. 82 St.,Curtis Playground,Adults Allowed,B352-CPA-0001,03/31/2020,06/22/2020,318,B-18,40.64097595214844,-73.91736602783203,POINT (-73.91736602783203 40.64097595214844)
Q,Completely Locked,06/21/2020 03:18:49 PM,Q027,Q027-02,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,120th Ave & 238th Street,Laurelton Parkway West Playground,Unknown,Q027-CPA-0001,03/31/2020,06/21/2020,413,Q-13,40.6854362487793,-73.72681427001953,POINT (-73.72681427001953 40.6854362487793)
Q,Not Lockable,06/21/2020 03:03:32 PM,Q351,Q351,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Liberty Ave. bet. 183 St. and 183 Pl.,Peters Field,Adults Allowed,Q351-CPA-0001,03/31/2020,06/21/2020,412,Q-12,40.70654296875,-73.77458953857422,POINT (-73.77458953857422 40.70654296875)
Q,Partially Locked,06/23/2020 11:11:01 AM,Q082,Q082,,Active,No,Not Applicable,Robard La. bet. Hollis Ave. and Montery St.,Wayanda Park,Adults Allowed,Q082-CPA-0001,03/31/2020,06/23/2020,413,Q-13,40.711029052734375,-73.73873138427734,POINT (-73.73873138427734 40.711029052734375)
R,Not Lockable,06/22/2020 02:58:36 PM,R100,R100,,Active,No,Not Applicable,"Drumgoole Rd. W., Grantwood Ave., Carlton Ave., Rathbun Ave.",Drumgoole Tot Lot,Adults Allowed,R100-CPA-0001,03/31/2020,06/22/2020,503,R-03,40.54914474487305,-74.18004608154297,POINT (-74.18004608154297 40.54914474487305)
X,Not Lockable,06/22/2020 10:16:00 AM,X158,X158,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Cross Bronx Exwy. Sr. Ramp bet. Undercliff Ave. and Dr. MLK Jr. Blvd.,Sedgwick Playground,Adults not allowed in some locations,X158-CPA-0001,03/31/2020,06/21/2020,205,X-05,40.84573745727539,-73.92330169677734,POINT (-73.92330169677734 40.84573745727539)
B,Completely Locked,06/22/2020 04:19:50 PM,B126,B126-01,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Lorraine, Clinton, Henry Sts",Bush Clinton Park,Unknown,B126-CPA-0001,03/31/2020,06/22/2020,306,B-06,40.67340850830078,-74.00282287597656,POINT (-74.00282287597656 40.67340850830078)
B,Partially Locked,06/22/2020 12:29:29 PM,B261,B261,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Livonia Ave. between Barbey St. and Schenck Ave.,Sankofa Park,Adults Allowed,B261-CPA-0001,03/31/2020,06/20/2020,305,B-05,40.665489196777344,-73.88632202148438,POINT (-73.88632202148438 40.665489196777344)
R,Completely Locked,06/22/2020 02:53:16 PM,R031,R031-11,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,"End Of Cornelia Ave, Opp Hockey Rink",Wolfe's Pond Park,Adults not allowed in some locations,R031-CPA-0002,03/31/2020,06/22/2020,503,R-03,40.51845169067383,-74.18736267089844,POINT (-74.18736267089844 40.51845169067383)
X,Completely Locked,06/22/2020 10:21:36 AM,X002,X002-07,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"East 180th St, Boston Rd",River Park,Adults Allowed,X002-CPA-0004,03/31/2020,06/21/2020,227,X-14,40.84331130981445,-73.87733459472656,POINT (-73.87733459472656 40.84331130981445)
M,Completely Locked,06/19/2020 10:04:08 AM,M082,M082,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Canal St, Essex St, Jefferson St and E Broadway",Seward Park,Adults Allowed,M082-CPA-0001,03/31/2020,06/19/2020,103,M-03,40.714656829833984,-73.98966979980469,POINT (-73.98966979980469 40.714656829833984)
B,Completely Locked,06/22/2020 01:21:36 PM,B285,B285,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Ave. D, Ditmas Ave. bet. E. 56 St. and E. 57 St.",Harry Maze Playground,Adults Allowed,B285-CPA-0001,03/31/2020,06/22/2020,317,B-17,40.64305114746094,-73.92340087890625,POINT (-73.92340087890625 40.64305114746094)
M,Completely Locked,06/22/2020 03:27:46 PM,M071,M071-13,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,W 91 St & Riverside Dr,Hippo Plgd,Unknown,M071-CPA-0006,03/31/2020,06/21/2020,107,M-14,40.793060302734375,-73.97821044921875,POINT (-73.97821044921875 40.793060302734375)
Q,Not Lockable,06/23/2020 11:02:11 AM,Q121,Q121-01,,Active,No,Not Applicable,173 St & 106 Ave,173 St Playground (det. Williams),Adults Allowed,Q121-CPA-0001,03/31/2020,06/23/2020,412,Q-12,40.70196533203125,-73.78363800048828,POINT (-73.78363800048828 40.70196533203125)
B,Partially Locked,06/22/2020 12:20:00 PM,B149B,B149B,,Active,No,Not Applicable,Linwood St. bet. New Lots Ave. and Hegeman Ave.,Linwood Playground,Adults Allowed,B149B-CPA-0001,03/31/2020,06/20/2020,305,B-05,40.6663932800293,-73.880615234375,POINT (-73.880615234375 40.6663932800293)
Q,Completely Locked,06/21/2020 02:55:40 PM,Q414,Q414,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,N Conduit Ave. and 149 Ave.bet. Whitelaw St. and Lafayette St.,Rocket Playground,Adults Allowed,Q414-CPA-0001,03/31/2020,06/21/2020,410,Q-10,40.670684814453125,-73.8465576171875,POINT (-73.8465576171875 40.670684814453125)
R,Not Lockable,06/22/2020 02:32:02 PM,R046,R046-01,,,,,,South Beach Playground,,,03/31/2020,06/22/2020,595,R-02B,40.59222412109375,-74.0633316040039,POINT (-74.0633316040039 40.59222412109375)
M,Completely Locked,06/19/2020 10:06:57 AM,M033,M033,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"E Houston St, Stanton St, Sheriff St, Pitt St",Hamilton Fish Park,Unknown,M033-CPA-0001,03/31/2020,06/19/2020,103,M-03,40.72016143798828,-73.98045349121094,POINT (-73.98045349121094 40.72016143798828)
X,Completely Locked,06/22/2020 10:20:15 AM,X148H,X148H,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,S/S E 176 St bet. Crotona Av and Prospect Av,Admiral Farragut Playground,Adults Allowed,X148H-CPA-0001,03/31/2020,06/21/2020,206,X-06,40.843074798583984,-73.89207458496094,POINT (-73.89207458496094 40.843074798583984)
X,Completely Locked,06/22/2020 10:47:36 AM,X188,X188,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Matilda Ave. to Carpenter Ave. bet. E. 239 St. and E. 240 St.,Wakefield Playground,Adults Allowed,X188-CPA-0001,03/31/2020,06/21/2020,212,X-12,40.90190505981445,-73.85480499267578,POINT (-73.85480499267578 40.90190505981445)
Q,Completely Locked,06/22/2020 01:03:49 PM,Q376,Q376,,,,,,Cedar Grove Playground,,,03/31/2020,06/21/2020,408,Q-08,40.73616027832031,-73.82447052001953,POINT (-73.82447052001953 40.73616027832031)
R,Completely Locked,06/22/2020 01:43:08 PM,R005,R005-01,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,Clove Rd & Cheshire Pl,Clove Lakes Park Plgd,Adults not allowed in some locations,R005-CPA-0001,03/31/2020,06/22/2020,501,R-01,40.61851501464844,-74.10601806640625,POINT (-74.10601806640625 40.61851501464844)
X,Not Lockable,06/22/2020 10:10:30 AM,X010,X010-08,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Crotona E-Claremont, Prospect",Martin Van Buren Plgd,Adults not allowed in some locations,X010-CPA-0007,03/31/2020,06/21/2020,203,X-03,40.83539962768555,-73.89588928222656,POINT (-73.89588928222656 40.83539962768555)
Q,Partially Locked,06/22/2020 01:06:27 PM,Q314,Q314,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,67 Ave. bet. 173 St. and 174 St.,Fresh Meadows Playground,Adults Allowed,Q314-CPA-0001,03/31/2020,06/21/2020,408,Q-08,40.73436737060547,-73.79644012451172,POINT (-73.79644012451172 40.73436737060547)
X,Completely Locked,06/22/2020 10:24:20 AM,X302,X302,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E 183 St bet. Park Av and Webster Av,Thorpe Family Playground,Adults not allowed in some locations,X302-CPA-0001,03/31/2020,06/21/2020,206,X-06,40.85623550415039,-73.89488220214844,POINT (-73.89488220214844 40.85623550415039)
R,Not Lockable,06/22/2020 02:28:00 PM,R065,R065-01,,Active,No,Not Applicable,Inside Willowbrook Park Adj To Carousel For All Children,Willowbrook (Carousel) Adventure Station,Unknown,R065-CPA-0001,03/31/2020,06/22/2020,502,R-02,40.6031379699707,-74.15802001953125,POINT (-74.15802001953125 40.6031379699707)
X,Completely Locked,06/22/2020 11:05:53 AM,X178,X178,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Mathews Ave. bet. Morris Park Ave. and Rhinelander Ave.,Matthews Muliner Playground,Adults Allowed,X178-CPA-0001,03/31/2020,06/21/2020,211,X-11,40.847023010253906,-73.86156463623047,POINT (-73.86156463623047 40.847023010253906)
M,Partially Locked,06/22/2020 11:39:17 AM,M009,M009,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Ft Washington Av, W 183 St, Pinehurst Av",Bennett Park,Adults Allowed,M009-CPA-0001,03/31/2020,06/21/2020,112,M-12,40.85321807861328,-73.9380111694336,POINT (-73.9380111694336 40.85321807861328)
B,Completely Locked,06/22/2020 12:39:59 PM,B339,B339,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Riverdale Ave. bet. Thatford Ave. and Osborn St.,Newport Playground,Adults not allowed in some locations,B339-CPA-0001,03/31/2020,06/20/2020,316,B-16,40.66107940673828,-73.90692901611328,POINT (-73.90692901611328 40.66107940673828)
B,Completely Locked,06/22/2020 03:24:36 PM,B223NA,B223NA,,,,,,Classon Playground,,,03/31/2020,06/21/2020,301,B-01,40.69906997680664,-73.96206665039062,POINT (-73.96206665039062 40.69906997680664)
M,Completely Locked,06/22/2020 10:47:36 AM,M056,M056-01,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,W 123 St & Morningside Ave,Playground 123,Adults Allowed,M056-CPA-0001,03/31/2020,06/21/2020,109,M-09,40.809959411621094,-73.95609283447266,POINT (-73.95609283447266 40.809959411621094)
B,Completely Locked,06/22/2020 03:28:45 PM,B052,B052-03,,Active,No,Not Applicable,"8th Ave To Ft Hamilton Pkwy, Btwn 66th And 67th Street",Leif Ericson Park Playground,Unknown,B052-CPA-0002,03/31/2020,06/22/2020,310,B-10,40.63127136230469,-74.01265716552734,POINT (-74.01265716552734 40.63127136230469)
B,Completely Locked,06/23/2020 12:09:12 PM,B058,B058-01,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Lorimer St, Driggs Ave",Vincent V Abate Plgd,Unknown,B058-CPA-0001,03/31/2020,06/21/2020,301,B-01,40.72127151489258,-73.94995880126953,POINT (-73.94995880126953 40.72127151489258)
Q,Completely Locked,06/22/2020 06:27:04 PM,Q218,Q218,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,"28 St., Crescent St. bet. 37 Ave. and 36 Ave.",Dutch Kills Playground,Adults Allowed,Q218-CPA-0001,03/31/2020,06/22/2020,401,Q-01,40.75779724121094,-73.93303680419922,POINT (-73.93303680419922 40.75779724121094)
B,Completely Locked,06/23/2020 10:01:04 AM,B224,B224,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Monroe St. to Madison St. between Patchen Ave. and Ralph Ave.,P.O. Reinaldo Salgado Playground,Adults Allowed,B224-CPA-0001,03/31/2020,06/22/2020,303,B-03,40.688175201416016,-73.92528533935547,POINT (-73.92528533935547 40.688175201416016)
X,Not Lockable,06/22/2020 10:08:55 AM,X010,X010-02,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Crotona N Bet Marmion, Prospect",Prospect Park (2),Adults not allowed in some locations,X010-CPA-0002,03/31/2020,06/21/2020,203,X-03,40.84042739868164,-73.89170837402344,POINT (-73.89170837402344 40.84042739868164)
Q,Completely Locked,06/21/2020 06:41:49 PM,Q102,Q102-02,,Active,No,Not Applicable,"80th St, Juniper Blvd S, 77th Place, Juniper Blvd S, 78th St",Juniper North Playground Tennis,Unknown,Q102-CPA-0001,03/31/2020,06/21/2020,405,Q-05,40.72018814086914,-73.87770080566406,POINT (-73.87770080566406 40.72018814086914)
M,Completely Locked,06/19/2020 10:07:43 AM,M105,M105-08,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,Bet Grand & Hester Sts,Hester St Plgd,Adults not allowed in some locations,M105-CPA-0003,03/31/2020,06/19/2020,103,M-03,40.71712112426758,-73.99392700195312,POINT (-73.99392700195312 40.71712112426758)
B,Completely Locked,06/24/2020 10:46:06 AM,B404,B404,,Active,No,Not Applicable,E. 94 St. bet. Rutland Rd. and E. New York Ave.,East Flatbush Children's Playground,Adults not allowed in some locations,B404-CPA-0001,03/31/2020,06/23/2020,317,B-17,40.663246154785156,-73.92699432373047,POINT (-73.92699432373047 40.663246154785156)
B,Completely Locked,06/24/2020 11:34:52 AM,B102,B102,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Classon Ave. bet. Fulton St. and Lefferts Pl.,Crispus Attucks Playground,Adults Allowed,B102-CPA-0001,03/31/2020,06/23/2020,302,B-02,40.68146514892578,-73.95896911621094,POINT (-73.95896911621094 40.68146514892578)
M,Completely Locked,06/04/2020 04:16:17 PM,M190,M190,,Active,No,Not Applicable,"W. 126 St. to W. 129 St., Amsterdam Ave. to Old Broadway",Sheltering Arms Playground,Adults Allowed,M190-CPA-0002,03/31/2020,,109,M-09,40.815284729003906,-73.95626068115234,POINT (-73.95626068115234 40.815284729003906)
B,Completely Locked,06/22/2020 03:45:07 PM,B251,B251-08,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Langham St & Oriental Ave,Manhattan Beach Park Playground,Adults not allowed in some locations,B251-CPA-0002,03/31/2020,06/22/2020,315,B-15,40.57750701904297,-73.940673828125,POINT (-73.940673828125 40.57750701904297)
M,Completely Locked,06/19/2020 11:26:26 AM,M132,M132,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Madison St. bet. Clinton St. and Rutgers St.,Little Flower Playground,Adults Allowed,M132-CPA-0001,03/31/2020,06/19/2020,103,M-03,40.71253967285156,-73.98847198486328,POINT (-73.98847198486328 40.71253967285156)
Q,Completely Locked,06/21/2020 02:55:40 PM,Q386,Q386,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Albert Rd. bet. 96 St. and Centerville St.,Centreville Playground,Adults Allowed,Q386-CPA-0001,03/31/2020,06/21/2020,410,Q-10,40.670196533203125,-73.83934783935547,POINT (-73.83934783935547 40.670196533203125)
M,Completely Locked,06/19/2020 01:03:01 PM,M196,M196,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Madison St. bet. Catherine St. and Oliver St.,Playground One,Adults Allowed,M196-CPA-0001,03/31/2020,,103,M-03,40.712276458740234,-73.99761199951172,POINT (-73.99761199951172 40.712276458740234)
B,Not Lockable,06/23/2020 10:01:04 AM,B359,B359,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Kosciuszko St. to Dekalb Ave. between Lewis Ave. and Stuyvesant Ave.,Eleanor Roosevelt Playground,Adults not allowed in some locations,B359-CPA-0001,03/31/2020,06/22/2020,303,B-03,40.69277572631836,-73.93587493896484,POINT (-73.93587493896484 40.69277572631836)
R,Completely Locked,06/22/2020 04:49:00 PM,R086,R086,,Active,Yes,Level 3: Accessible Playgrounds with Universally Accessible Swings,"Jersey St., Crescent Ave., Layton Ave., Beechwood Ave.",Davis Playground,Adults Allowed,R086-CPA-0001,03/31/2020,06/22/2020,501,R-01,40.642478942871094,-74.08525085449219,POINT (-74.08525085449219 40.642478942871094)
B,Completely Locked,06/24/2020 11:33:55 AM,B032,B032-02,,Active,Yes,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,DeKalb Ave & Washington Pk,Fort Greene Park,Unknown,B032-CPA-0002,03/31/2020,06/23/2020,302,B-02,40.690284729003906,-73.97368621826172,POINT (-73.97368621826172 40.690284729003906)
B,Completely Locked,06/22/2020 04:19:50 PM,B210F,B210F,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Hamilton Ave., Nelson St. Clinton St.",Admiral Triangle,Adults not allowed in some locations,B210F-CPA-0001,03/31/2020,06/22/2020,306,B-06,40.676910400390625,-74.00106048583984,POINT (-74.00106048583984 40.676910400390625)
B,Completely Locked,06/22/2020 12:29:46 PM,B541,B541,,,,,Berriman St. between Vandalia Ave. and Schroeders Ave.,Berriman Playground,,,03/31/2020,06/20/2020,305,B-05,40.65684127807617,-73.86947631835938,POINT (-73.86947631835938 40.65684127807617)
X,Completely Locked,06/22/2020 10:56:46 AM,X004,X004-03,,Active,No,Not Applicable,"Morrison Ave, Watson Ave",Parque De Los Ninos,Adults Allowed,X004-CPA-0003,03/31/2020,06/21/2020,209,X-09,40.82704162597656,-73.87359619140625,POINT (-73.87359619140625 40.82704162597656)
Q,Completely Locked,06/22/2020 01:30:36 PM,Q436,Q436,,Active,Yes,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,30 Ave. bet. 29 St. and 30 St.,Athens Square,Adults Allowed,Q436-CPA-0002,03/31/2020,06/22/2020,401,Q-01,40.767913818359375,-73.92218780517578,POINT (-73.92218780517578 40.767913818359375)
X,Completely Locked,06/22/2020 10:00:32 AM,X290,X290,,,,,"Longfellow Ave., Lowell St., E. 165 St.",Longfellow Playground,,,03/31/2020,06/21/2020,202,X-02,40.82559585571289,-73.88755798339844,POINT (-73.88755798339844 40.82559585571289)
